region_id	0_ID	1_Outer_cell_layer(nm)	2_Nucleus	3_Trichocysts	4_Chloroplast	5_Plastoglobuli	6_Pusule	7_Food_vacuole	8_Starch	9_Crystalline_compartment	10_Large_vacuole	11_CBB/flagella	12_Symbiosis/parasitism/Prey/2=Kleptoplastidism	13_Reticulated_network	14_Electron_dense_sheets	15_Tubular_network	16_Rhabdosomes_and_alike_structure	17_eyespot/mt_array	19_Presumed_ID	18_NI_a_z	20_Area(nm^2)
1	VSM20_A5_AM3_001	0	1	1	1	2	0	0	0	0	0	1	0	1	0	0	0	1	Triadinium_sphaericum_sp	d,f,r	247430000000
2	VSM20_A5_AM3_002	0	1	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	NI	p,r	69151000000
3	VSM20_A5_AM3_003	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	NI	p,r	114640000000
4	VSM20_A5_AM3_004	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	NI	r	120530000000
5	VSM20_A5_AM3_005	0	1	1	1	2	0	0	0	0	0	0	1	1	0	0	0	0	NI	a	97292000000
6	VSM20_A5_AM3_006	0	0	1	1	6	1	1	0	0	0	0	0	1	0	0	0	0	Prorocentrum_sp	a	230540000000
7	VSM20_A5_AM3_007	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	NI	r	211960000000
8	VSM20_A5_AM3_008	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	Prorocentrum_sp	a,b	239110000000
9	VSM20_A5_AM3_009	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	NI	l,u	546130000000
10	VSM20_A5_AM3_010	0	0	1	1	1	0	0	2	0	0	0	0	1	0	0	0	1	NI	g,h,r	489550000000
11	VSM20_A5_AM3_011	0	1	1	0	0	0	0	9	0	0	0	0	1	0	1	0	0	NI	p	481830000000
12	VSM20_A5_AM3_012	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	NI	x	174190000000
13	VSM20_A5_AM3_013	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	NI	r	296390000000
14	VSM20_A5_AM3_014	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NI	x	62584000000
15	VSM20_A5_AM3_015	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	Prorocentrum_sp	a,r,v	88401000000
16	VSM20_A5_AM3_016	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	NI	p,g,h	230980000000
17	VSM20_A5_AM3_017	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	Protoperidinium_sp	x	176810000000
18	VSM20_A5_AM3_018	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Oxytoxum_sp	j,r	28005000000
