region_id	0_ID	1_Outer_cell_layer(nm)	2_Nucleus	3_Trichocysts	4_Chloroplast	5_Plastoglobuli	6_Pusule	7_Food_vacuole	8_Starch	9_Crystalline_compartment	10_Large_vacuole	11_CBB/flagella	12_Symbiosis/parasitism/Prey/2=Kleptoplastidism	13_Reticulated_network	14_Electron_dense_sheets	15_Tubular_network	16_Rhabdosomes_and_alike_structure	17_eyespot/mt_array	19_Presumed_ID	18_NI_a_z	20_Area(nm^2)
1	VSM20_A6_PM3_001	0	0	1	0	0	0	0	5	1	0	1	0	0	0	0	0	0	NI	r	23679000000
2	VSM20_A6_PM3_002	0	1	1	1	13	0	1	0	0	0	0	0	0	0	0	0	0	NI	l	825160000000
3	VSM20_A6_PM3_003	0	1	1	1	2	1	0	3	0	0	0	0	0	0	0	0	0	Prorocentrum_sp	a,r	279870000000
4	VSM20_A6_PM3_004	0	0	0	1	11	0	0	11	1	0	0	0	0	0	0	0	0	Prorocentrum_sp	x	98341000000
5	VSM20_A6_PM3_005	0	0	1	1	10	0	0	2	1	0	1	0	0	0	0	0	0	Oxytoxum_sp	j	64643000000
6	VSM20_A6_PM3_006	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NI	r	54048000000
7	VSM20_A6_PM3_007	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	Triadinium_sphaericum_sp	d,e,f,r	361260000000
8	VSM20_A6_PM3_008	0	1	1	1	9	0	0	9	0	0	0	0	0	1	0	0	0	Paleophalacroma_sp	w	197570000000
9	VSM20_A6_PM3_009	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	Triadinium_sphaericum_sp	d,o,r	513910000000
10	VSM20_A6_PM3_010	0	1	1	1	26	0	0	0	0	0	0	0	1	0	0	0	0	Species_FIB	w	200390000000
11	VSM20_A6_PM3_011	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	Protoperidinium_sp	p	486640000000
12	VSM20_A6_PM3_012	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	Pseudalatosphaera_corsica_sp	x	306690000000
13	VSM20_A6_PM3_013	0	0	1	1	6	0	0	3	0	0	1	0	1	0	0	0	1	NI	x	57625000000
