region_id	0_ID	1_Outer_cell_layer(nm)	2_Nucleus	3_Trichocysts	4_Chloroplast	5_Plastoglobuli	6_Pusule	7_Food_vacuole	8_Starch	9_Crystalline_compartment	10_Large_vacuole	11_CBB/flagella	12_Symbiosis/parasitism/Prey/2=Kleptoplastidism	13_Reticulated_network	14_Electron_dense_sheets	15_Tubular_network	16_Rhabdosomes_and_alike_structure	17_eyespot/mt_array	19_Presumed_ID	18_NI_a_z	20_Area(nm^2)
0	VSM21_A4_PM2_001	157	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	x	x	95311426488
1	VSM21_A4_PM2_002	309	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	x	x	207122793636
2	VSM21_A4_PM2_003	1072	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	x	x	544973835319
3	VSM21_A4_PM2_004	1045	1	1	1	4	0	0	0	0	0	0	0	1	0	0	0	0	Triadinium_sphaericum_sp	d,q,r	421184768552
4	VSM21_A4_PM2_005	170	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reco_1	t	652152021583
5	VSM21_A4_PM2_006	1945	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	Prorocentrum	b,c	267414044880
6	VSM21_A4_PM2_007	846	1	1	1	8	0	0	0	0	0	0	0	1	0	0	0	0	Triadinium_sphaericum_sp	d,o,r	575533028855
7	VSM21_A4_PM2_008	2495	1	1	1	3	1	1	0	0	0	0	0	0	0	0	1	0	Prorocentrum	a,r	461489544426
8	VSM21_A4_PM2_009	653	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	Dinophysis	p	317085745805
9	VSM21_A4_PM2_010	484	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	x	a,r	114791546055
10	VSM21_A4_PM2_011	34	1	1	1	3	0	0	1	0	0	1	0	0	0	0	0	1	x	g,r	529782975818
11	VSM21_A4_PM2_012	55	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	x	r	92881806285
12	VSM21_A4_PM2_013	166	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reco_1	t	806475938830
13	VSM21_A4_PM2_014	1283	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	Prorocentrum	a,r	460875108372
14	VSM21_A4_PM2_015	1178	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	Pseudalatosphaera_corsica_sp	x	201078867169
15	VSM21_A4_PM2_016	1456	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	Prorocentrum	c	232101325984
16	VSM21_A4_PM2_017	154	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	x	x	272423534700
17	VSM21_A4_PM2_018	160	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reco_1	t	751762545362
18	VSM21_A4_PM2_019	235	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	x	x	232472898895
19	VSM21_A4_PM2_020	135	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	x	x	211873678507
20	VSM21_A4_PM2_021	1282	1	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	Proroventrum	a,b,r	496862899050
21	VSM21_A4_PM2_022	1039	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	Dinophysis	r	122641167767
22	VSM21_A4_PM2_023	40	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	x	x	176819800518
23	VSM21_A4_PM2_024	945	0	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	x	b	137349284173
24	VSM21_A4_PM2_025	52	1	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	x	x	77260614577
25	VSM21_A4_PM2_026	731	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Diatom	x	106357859525
26	VSM21_A4_PM2_027	738	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	Prorocentrum	a	129257821806
27	VSM21_A4_PM2_028	1150	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	Pseudalatosphaera_corsica_sp	x	348566121505
28	VSM21_A4_PM2_029	1295	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	x	i,r	228342365895
