region_id	0_ID	1_Outer_cell_layer(nm)	2_Nucleus	3_Trichocysts	4_Chloroplast	5_Plastoglobuli	6_Pusule	7_Food_vacuole	8_Starch	9_Crystalline_compartment	10_Large_vacuole	11_CBB/flagella	12_Symbiosis/parasitism/Prey/2=Kleptoplastidism	13_Reticulated_network	14_Electron_dense_sheets	15_Tubular_network	16_Rhabdosomes_and_alike_structure	17_eyespot/mt_array	19_Presumed_ID	18_NI_a_z	20_Area(nm^2)
0	VSM21_A5_PM3_001	1502	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	reco_2	i	60933024781
1	VSM21_A5_PM3_002	1286	1	0	1	1	0	0	10	0	1	0	0	0	0	0	0	0	Cyst	x	67379704396
2	VSM21_A5_PM3_003	31	1	1	1	0	0	0	8	1	0	0	0	0	0	0	0	0	x	x	158526423221
3	VSM21_A5_PM3_004	1532	1	1	1	3	0	0	17	1	0	0	0	0	0	0	0	0	Cyst	x	108789041549
4	VSM21_A5_PM3_005	1520	0	0	1	1	0	0	19	0	0	0	0	0	0	0	0	0	Cyst	x	49446731306
5	VSM21_A5_PM3_006	142	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	x	r	137738610156
6	VSM21_A5_PM3_007	312	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	x	x	119363473224
7	VSM21_A5_PM3_008	64	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	x	r	29530869339
8	VSM21_A5_PM3_009	20	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	reco_2	r	82011358997
9	VSM21_A5_PM3_010	1534	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	x	i	49335948768
10	VSM21_A5_PM3_011	175	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	x	x	77989557942
11	VSM21_A5_PM3_012	213	1	1	1	1	1	0	17	0	0	1	0	1	0	0	0	0	x	i	132826593688
12	VSM21_A5_PM3_013	168	1	1	0	7	1	0	0	0	1	0	1	0	0	0	0	0	reco_1	t	903101064523
13	VSM21_A5_PM3_014	1086	1	1	1	4	0	0	8	0	1	0	0	0	0	0	0	0	Prorocentrum	b	175057510409
14	VSM21_A5_PM3_015	992	1	1	1	1	0	1	9	0	0	0	0	0	0	0	0	0	Prorocentrum	x	210207007790
15	VSM21_A5_PM3_016	584	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Diatom	x	52773364776
16	VSM21_A5_PM3_017	1406	1	1	1	4	1	0	14	0	0	0	0	0	0	0	0	0	x	r	315164256713
17	VSM21_A5_PM3_018	1089	1	1	1	0	0	1	24	0	0	0	0	0	0	0	0	0	x	i	642275184496
18	VSM21_A5_PM3_019	96	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	Cochlodinium	m	655378187275
19	VSM21_A5_PM3_020	1250	1	1	1	0	0	0	6	0	0	0	0	1	0	0	0	0	x	x	108436755440
20	VSM21_A5_PM3_021	2217	1	1	1	2	1	0	22	0	0	0	0	0	0	0	0	0	Prorocentrum	a,r	319692076487
21	VSM21_A5_PM3_022	25	0	1	1	0	0	0	3	1	0	0	0	0	0	0	0	0	x	x	75252966907
22	VSM21_A5_PM3_023	98	1	0	1	0	0	0	4	1	0	0	0	1	0	0	0	0	x	a,b	83198213629
23	VSM21_A5_PM3_024	436	1	1	1	1	0	0	11	0	0	0	0	0	0	0	0	0	Prorocentrum	a	86516307646
24	VSM21_A5_PM3_025	954	0	0	1	2	0	0	21	0	1	0	0	0	0	0	0	0	Cyst	r	65998537901
25	VSM21_A5_PM3_026	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	x	19949626511
26	VSM21_A5_PM3_027	281	0	0	1	0	0	1	31	0	1	0	0	0	0	0	0	0	x	s	138472845734
27	VSM21_A5_PM3_028	28	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	x	x	30735050070
28	VSM21_A5_PM3_029	41	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	x	x	549196043832
29	VSM21_A5_PM3_030	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	c	15011390554
30	VSM21_A5_PM3_031	1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Destroyed_Dinophysis_Cyano	x	89289859902
31	VSM21_A5_PM3_032	1177	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	Diatom	x	768581400850
32	VSM21_A5_PM3_033	1291	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	x	w	165721877955
33	VSM21_A5_PM3_034	574	1	1	1	0	1	1	2	1	0	1	0	0	0	0	0	0	x	x	65260189902
34	VSM21_A5_PM3_035	1386	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	Triadinium_sphaericum_sp	d,e,r,s	272383534108
35	VSM21_A5_PM3_036	646	1	1	1	2	1	0	0	1	0	0	0	0	0	0	0	1	x	i,r	163350399061
36	VSM21_A5_PM3_037	256	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	1	x	h,s	385978337745
37	VSM21_A5_PM3_038	189	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	x	77267002312
38	VSM21_A5_PM3_039	108	1	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	x	x	205569208861
39	VSM21_A5_PM3_040	764	0	1	1	0	0	0	11	0	0	0	0	0	0	0	0	1	x	a	59938043773
40	VSM21_A5_PM3_041	1133	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	Oxytoxum	x	78428777921
41	VSM21_A5_PM3_042	932	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	Prorocentrum	c	45530752041
42	VSM21_A5_PM3_043	195	1	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	x	a	178260024065
43	VSM21_A5_PM3_044	371	0	1	1	0	0	1	12	0	1	0	0	0	0	0	0	0	x	b	117320268848
44	VSM21_A5_PM3_045	389	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	x	x	98776646277
45	VSM21_A5_PM3_046	657	0	0	1	12	0	0	3	0	1	0	0	0	0	0	0	0	x	b	55470932762
46	VSM21_A5_PM3_047	35	0	1	1	0	0	0	26	0	0	0	0	0	0	0	0	0	x	x	82223373368
47	VSM21_A5_PM3_048	724	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	x	x	9745812678
48	VSM21_A5_PM3_049	81	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	x	x	41073430500
49	VSM21_A5_PM3_050	121	0	1	1	2	0	0	35	0	0	0	0	1	0	0	0	0	x	x	96813965564
50	VSM21_A5_PM3_051	1424	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	x	b,r	38647532262
51	VSM21_A5_PM3_052	35	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	x	x	48979881705
52	VSM21_A5_PM3_053	57	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	x	r	36607586362
53	VSM21_A5_PM3_054	546	0	1	1	3	1	1	0	1	1	0	0	0	0	0	0	0	x	b	141554969970
54	VSM21_A5_PM3_055	39	1	1	1	2	0	1	0	0	1	0	0	0	0	0	0	0	x	h,r	247588858412
55	VSM21_A5_PM3_056	1515	0	1	1	3	0	0	3	0	1	0	0	0	0	0	0	0	Prorocentrum	b,c,r	63029263649
56	VSM21_A5_PM3_057	199	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	x	x	23122454335
57	VSM21_A5_PM3_058	37	0	1	1	3	0	0	0	0	0	0	0	1	0	0	0	0	x	m	178706822808
58	VSM21_A5_PM3_059	25	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	x	x	89966633957
59	VSM21_A5_PM3_060	534	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	1	x	x	216865859082
60	VSM21_A5_PM3_061	77	1	1	1	3	0	0	3	1	0	1	0	0	0	0	0	0	x	c,r	95399635658
