region_id;0_ID;1_Outer_cell_layer(nm);2_Nucleus;3_Trichocysts;4_Chloroplast;5_Plastoglobuli;6_Pusule;7_Food_vacuole;8_Starch;9_Crystalline_compartment;10_Large_vacuole;11_CBB/flagella;12_Symbiosis/parasitism/Prey/2=Kleptoplastidism;13_Reticulated_network;14_Electron_dense_sheets;15_Tubular_network;16_Rhabdosomes_and_alike_structure;17_eyespot/mt_array;19_Presumed_ID;18_NI_a_z;20_Area(nm^2)
1;VSM20_A1_AM1_001;;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;NI;r ;9,6112E+10
2;VSM20_A1_AM1_002;;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;NI;p;1,0983E+11
3;VSM20_A1_AM1_003;;1;1;1;0;0;0;7;0;0;0;0;1;0;0;0;0;NI;x;1,7663E+11
4;VSM20_A1_AM1_004;;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;NI;x;4,7257E+11
5;VSM20_A1_AM1_005;;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;NI;p;6,7134E+11
6;VSM20_A1_AM1_006;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;NI;s;2,1247E+10
7;VSM20_A1_AM1_007;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Corythodinium_sp;j;5,0786E+11
8;VSM20_A1_AM1_008;;0;1;1;0;0;0;2;1;0;0;0;0;0;0;0;0;Oxytoxum_sp;j;3,4101E+10
9;VSM20_A1_AM1_009;;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;NI;x;9,5478E+10
10;VSM20_A1_AM1_010;;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;NI;x;1,7301E+11
11;VSM20_A1_AM1_011;;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Oxytoxum_sp;j;5,8461E+10
12;VSM20_A1_AM1_012;;1;1;1;2;1;0;0;1;0;0;0;0;0;0;0;0;Prorocentrum_sp;a;8,9704E+10
13;VSM20_A1_AM1_013;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Triadinium_sphaericum_sp;d,o;4,1143E+11
14;VSM20_A1_AM1_014;;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;Triadinium_sphaericum_sp;d,r;5,4313E+11
15;VSM20_A1_AM1_015;;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;NI;r;3,1285E+10
16;VSM20_A1_AM1_016;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Corythodinium_sp;j;2,6872E+11
17;VSM20_A1_AM1_017;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;Dinophysis_sp;x;5,2525E+11
18;VSM20_A1_AM1_018;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NI;l;1,4811E+11
19;VSM20_A1_AM1_019;;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;NI;x;5,1384E+10
20;VSM20_A1_AM1_020;;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;NI;g,h;2,6767E+11
21;VSM20_A1_AM1_021;;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;NI;p,r;5,5314E+11
22;VSM20_A1_AM1_022;;1;1;1;6;1;0;0;0;0;0;0;0;0;0;0;0;NI;m,u;5,9275E+11
23;VSM20_A1_AM1_023;;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;Protoperidinium_sp;r;3,5486E+11
24;VSM20_A1_AM1_024;;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;NI;x;4,8773E+11
25;VSM20_A1_AM1_025;;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;NI;x;2,8996E+11
26;VSM20_A1_AM1_026;;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;NI;r;2,3787E+11
27;VSM20_A1_AM1_027;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NI;x;0,0000E+00
28;VSM20_A1_AM1_028;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;NI;g,h;1,3338E+11
29;VSM20_A1_AM1_029;;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;NI;x;1,4794E+10
30;VSM20_A1_AM1_030;;1;1;1;6;0;0;0;0;0;0;0;0;0;1;0;0;NI;l;2,2796E+11
31;VSM20_A1_AM1_031;;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;NI;x;1,5692E+11
32;VSM20_A1_AM1_032;;0;1;1;4;1;0;0;1;0;0;0;0;0;0;0;1;NI;g,h,v;2,4850E+11
33;VSM20_A1_AM1_033;;1;1;1;2;0;0;0;1;0;0;0;0;0;0;0;1;NI;h,r;3,0358E+11
34;VSM20_A1_AM1_034;;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;NI;x;5,6072E+10
