region_id	0_ID	1_Outer_cell_layer(nm)	2_Nucleus	3_Trichocysts	4_Chloroplast	5_Plastoglobuli	6_Pusule	7_Food_vacuole	8_Starch	9_Crystalline_compartment	10_Large_vacuole	11_CBB/flagella	12_Symbiosis/parasitism/Prey/2=Kleptoplastidism	13_Reticulated_network	14_Electron_dense_sheets	15_Tubular_network	16_Rhabdosomes_and_alike_structure	17_eyespot/mt_array	19_Presumed_ID	18_NI_a_z	20_Area(nm^2)
1	VSM20_A4_PM2_001	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	Protoperidinium_sp	r	234670000000
2	VSM20_A4_PM2_002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NI	x	13403000000
3	VSM20_A4_PM2_003	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Prorocentrum_sp	x	573440000000
4	VSM20_A4_PM2_004	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	Pseudalatosphaera_corsica_sp	x	29127000000
5	VSM20_A4_PM2_005	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	Protoperidinium_sp	x	697980000000
6	VSM20_A4_PM2_006	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	Protoperidinium_sp	p	713910000000
7	VSM20_A4_PM2_007	0	1	1	1	4	0	0	0	1	0	0	0	0	0	0	0	0	NI	p	518110000000
8	VSM20_A4_PM2_008	0	1	0	1	4	0	0	5	0	0	0	0	1	0	0	0	0	NI	x	39911000000
9	VSM20_A4_PM2_009	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	NI	x	45190000000
10	VSM20_A4_PM2_010	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	NI	r	106840000000
11	VSM20_A4_PM2_011	0	0	1	1	12	0	0	7	1	0	0	0	0	0	0	0	0	Prorocentrum_sp	x	141060000000
12	VSM20_A4_PM2_012	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	NI	p	329280000000
13	VSM20_A4_PM2_013	0	1	1	1	3	0	0	6	1	0	0	0	0	0	0	0	0	Prorocentrum_sp	a,b	245640000000
14	VSM20_A4_PM2_014	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	Prymnesiophyceae	x	27420000000
15	VSM20_A4_PM2_015	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	Pseudalatosphaera_corsica_sp	x	177390000000
16	VSM20_A4_PM2_016	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	NI	x	339640000000
17	VSM20_A4_PM2_017	0	0	1	1	9	0	0	32	0	0	0	0	1	0	0	0	0	Prorocentrum_sp	x	253420000000
18	VSM20_A4_PM2_018	0	0	1	1	3	0	0	4	0	0	0	0	1	0	0	0	0	NI	x	95896000000
19	VSM20_A4_PM2_019	0	0	1	1	3	0	0	3	0	0	0	0	1	0	0	0	0	NI	x	12401000000
20	VSM20_A4_PM2_020	0	1	1	1	7	0	0	20	1	0	0	0	0	0	0	0	0	NI	r	394620000000
